law_2020_2,law_2016_1,govt_trust_2016_2,govt_trust_2020_8,out_2016_1,out_2016_2,out_2016_3,out_2020_1,out_2020_2
1.7408977877952354,-0.6638573969186777,-0.662266178532522,-1.1215106452180053,0.720924573712892,-1.334039361094399,-2.2478877745285337,-2.400627370433393,0.3709219906353559
2.899142157768536,-0.6269764304231955,-0.662266178532522,-1.1215106452180053,-2.1769094970938307,0.749603069567329,-0.5034701324653813,0.4216155596818504,0.8778487111703428
-0.5755909521513664,0.9957860953780164,-0.662266178532522,0.6555690244994137,0.720924573712892,0.749603069567329,-0.5034701324653813,0.4216155596818504,0.8778487111703428
2.320019972781886,0.4425715979457853,-0.662266178532522,0.6555690244994137,0.14135775955154725,-1.334039361094399,0.6594749622433868,0.4216155596818504,-0.6429314504346174
2.899142157768536,1.1433099613599451,-0.662266178532522,-0.23297081035929576,0.14135775955154725,-1.334039361094399,-1.6664152271741492,0.4216155596818504,0.3709219906353559
-0.5755909521513664,0.9957860953780164,1.5099668870541498,2.4326486942168324,-0.43820905460979725,0.749603069567329,0.6594749622433868,0.4216155596818504,-0.13600472989963083
-0.5755909521513664,0.07376193299096405,-0.662266178532522,-0.23297081035929576,0.720924573712892,0.749603069567329,0.07800241488900268,0.4216155596818504,-0.6429314504346174
1.161775602808585,1.549000592810248,1.5099668870541498,2.4326486942168324,-0.43820905460979725,0.749603069567329,-2.2478877745285337,-2.400627370433393,0.8778487111703428
-0.5755909521513664,-0.6638573969186777,1.5099668870541498,-1.1215106452180053,0.720924573712892,0.749603069567329,-0.5034701324653813,0.4216155596818504,0.8778487111703428
0.5826534178219347,0.4425715979457853,-0.662266178532522,2.4326486942168324,0.14135775955154725,-1.334039361094399,1.2409475095977711,0.4216155596818504,-0.6429314504346174
-0.5755909521513664,-0.6638573969186777,-0.662266178532522,-0.23297081035929576,0.720924573712892,0.749603069567329,1.2409475095977711,0.4216155596818504,0.8778487111703428
1.161775602808585,1.549000592810248,1.5099668870541498,-0.23297081035929576,0.720924573712892,0.749603069567329,-0.5034701324653813,-2.400627370433393,-0.6429314504346174
-0.5755909521513664,-0.6269764304231955,-0.662266178532522,-1.1215106452180053,-2.1769094970938307,-1.334039361094399,-0.5034701324653813,-2.400627370433393,-0.6429314504346174
