,income,pct_college,avg_commute_time,pop_pct_black,pct_fully_vacc_pre,pct_1plus_pre,pct_fully_vacc_post,pct_1plus_post,avg_percent_positivity,arrests_per_capita
11,1.039278316935002,1.1314844385159157,-2.256477768378755,-0.687982560379682,1.2250000883513903,1.2203774675712087,0.9267193005738814,0.8466903694201817,-1.1646708455463914,1.8392728565072316
12,1.3935101064607691,1.6190346197320553,-2.256477768378755,-1.4051183546722215,1.3365150292904135,1.276942588051233,0.7408406211063646,0.6141390067751267,-0.2354137284715189,1.0289442762802823
13,1.2800593985947006,1.558624864228408,-2.478243810834361,-0.687982560379682,1.5601260495918943,1.5310425607583318,1.3452345691864285,1.2600581920693759,-0.7742846373648383,-0.23604449263913163
14,1.3536546132385479,1.5744744151705954,-2.197617417849941,-1.1489571287642188,1.6724657088569428,1.677131522879223,1.814984394394917,2.018866900738425,-1.528469257079617,0.39688560597150824
15,1.2086404075648882,1.2584317383464165,-2.062837493456181,-0.4627160925298393,1.1332283860603973,1.236176737788869,3.6282344368001462,4.621591823621767,-1.5774198598612716,2.7556513875905737
16,0.8532083259187593,1.339380676671697,-2.1587476136249055,-0.3599421574429918,1.5091121716249754,1.5261858160182828,1.9706823206453212,2.2975746735411597,-0.7393526329093032,1.3271352835298804
17,1.203113161548481,1.467781590784582,-1.370371888928857,-1.9029313760921138,1.180285711271081,1.0309005627674295,0.45252714841933894,0.2684580087532894,-1.3236945057229363,-1.3716020094294261
18,1.6538765332273964,1.5631669884950254,-2.256477768378755,-1.3555682002827767,1.6119221582292083,1.5663054134703218,1.3328613647712064,1.354554800493294,-1.8317498048860887,0.40181411057471805
19,1.3790555912267233,1.521886428707179,-1.5221079750545727,-0.535322553040721,1.3628807791907431,1.2935382683964722,0.8484765222265734,0.7161689461009321,-2.2230476173662916,-1.1156016312667523
20,1.5503779700509392,1.5472212035441095,-1.2068589614286642,-0.6161033833509941,1.2584407654363166,1.1709675673061162,0.6143418858026873,0.42562661664249807,-2.4782997872043717,-0.3582859981510372
21,0.5855567183448126,1.1485381596539106,-0.8194414458737197,0.11352302798504094,0.9733937667984258,0.8899535992833674,0.4466659812689204,0.341728066598688,-2.295234558952467,0.0594432686247365
22,-0.3342181323836436,0.4340413627946226,-0.6289420054967506,1.1798479807394155,-0.45229738663271885,-0.5006873232342566,-0.7455341974985329,-0.7553520633191417,-0.838196570249003,0.15944799855841285
23,-0.6328533838499647,0.6192223016087296,-0.8795030550019589,0.9600240618152481,-0.22709790223511084,-0.2886158031455113,-0.5793200134077164,-0.5513525102062998,-1.4027487403416856,0.9552790066575841
24,1.21712288096465,1.5879539683004569,-1.2068589614286642,-1.3555682002827767,1.06230941880425,0.9664695862577384,0.3750884993269415,0.14730447394165827,-1.4999378693305012,-1.6452117407414526
25,-1.5600282452311152,-0.22383742513309338,-0.7600722050116715,0.8578360475255672,-0.31238921883212395,-0.3188643440124982,-0.294166250144218,-0.27376276536330185,0.4162339801565398,0.7109284777282954
26,-1.07100491530901,-0.2714817995994766,-0.25446738216661335,1.3196193261445206,-1.0162415769653697,-1.0468573379773853,-1.099627864693462,-1.0046091500746144,0.3018538140633608,1.3131146306794672
27,-0.5628426706136921,0.08455626832932364,-0.07051123400927227,0.7463937286031759,-0.1994179371815546,-0.26727236507249225,-0.3898890475725977,-0.3890165347940235,-0.4575102729342376,0.6565513527359186
28,-0.5682495730486025,-0.24156256241662155,-0.08343526742445445,0.47167352743905433,-0.01002022256500737,-0.08801812975125958,-0.23721053141192538,-0.2482043360806749,-0.39924114980265313,0.6018315745853559
29,-0.21524408114543364,0.09946413279360598,0.20590861778658304,0.02815781812316505,-0.14895935817782116,-0.23353253235906035,-0.42669181634464237,-0.46987502565639544,-0.9749727076601326,0.3930063816398841
30,-0.5332076525170671,-0.039174046373482686,0.35065513626838307,0.243432352683043,-0.3743731555961451,-0.43495813878008893,-0.5123789539590766,-0.5581416710386612,-0.19620249176859011,0.027178553945077514
31,-1.8253630871201076,-0.4551054973450425,-0.45913900091823034,1.0061369688058364,-0.18394522933794175,-0.15546992638366963,-0.18019765665411627,-0.07092665867792818,-0.2110908773858848,1.8141385673930839
32,0.6700127776548479,1.334262265841063,-1.7674031252427969,-0.19016953895978966,1.8498576859415747,1.9374759040363454,2.9801452178632277,3.5333841908983965,-1.2458372226686072,1.772410160845901
33,-0.8812139644743383,0.1817747268576496,-0.2678619920920877,1.4166742773992496,-0.570195339880729,-0.6514506498402501,-0.713652271737538,-0.6511239060617882,0.9012752340997683,0.9454606358024268
34,0.6790254455724352,0.9423852657631488,-2.0061372002560582,-0.045190806737415545,0.80191140787906,0.9118130034463998,0.6922603936161651,0.7126862198413515,-0.590998681830178,-1.1594242438214848
35,-1.0745558515351363,-0.3265691761108767,0.14437593108385577,1.323074949702834,-1.2606529474888681,-1.2952294656407513,-1.1434375336283287,-0.9560150249802127,0.3658094353717173,0.571804756016398
36,-0.7283884866394044,0.05944349160772856,0.18138369233213314,-0.00028916292781992753,-0.10760816981997703,-0.17771628181771285,-0.34718824557418904,-0.38027672290130876,-0.2740014679112139,-0.11374525327160676
37,0.8741172355315053,0.958109552346461,-0.4730773710314324,0.1729115879702328,0.7851251966462208,0.7139107231659513,0.45512974449698346,0.2467705528229653,-2.0610004951923573,-1.5469193931370722
38,1.6212013605232227,1.5789783702889015,-2.1587476136249055,-1.0485811671147962,1.3661623419092335,1.2712206278323042,0.8538532393324466,0.7479777786902336,-2.4169188223633498,0.36048907551517206
39,1.3773553131694412,1.6860766694076308,-1.353784999830723,-0.687982560379682,1.463181947412271,1.5164532038100653,1.240922238331698,1.0782872115004065,-2.159726419533584,-1.715609254811472
40,1.474584707124486,1.4243225875495051,-1.6608429526293071,-0.8114041049401542,1.7147153590062854,1.6724624932388825,1.1862086901988045,1.0323017843014441,-2.2588325592249854,-1.1089527429419757
41,1.197131229453532,1.5357477952661285,-0.9863263579954352,-0.7268132265573772,1.2090155283704904,1.1149224125997512,0.6268968306053134,0.4243942219514662,-1.5194046287251008,-1.3470452338166263
42,2.0676311464694175,1.7134932937617442,-1.7316375328049238,-0.9334242980759347,0.566704350693014,0.6015107008420992,0.021167240143071173,-0.1841933381277812,-1.8292141744994805,-3.511380665094766
